"","coordinate","Abs.600","GFP.flu","green.intensity","plate","OD.600","GFP","row","column"
"318","G08",0.0769999995827675,14294,2709,4,0.0287666656076908,14293.9818547596,7,8
"319","G08",0.0741000026464462,9305,2623,3,0.0258666686713696,9304.98368399981,7,8
"320","G08",0.0737000033259392,4060,215,1,0.0254666693508625,4059.98393630864,7,8
"321","G09",0.0750000029802322,8373,1763,2,0.0267666690051556,8372.98311630376,7,9
"322","G09",0.0762000009417534,10110,2150,3,0.0279666669666767,10109.9823593773,7,9
"323","G09",0.0736000016331673,4437,258,1,0.0253666676580906,4436.98399938703,7,9
"324","G09",0.0790999978780746,16945,2967,4,0.030866663902998,16944.980530137,7,9
"325","G10",0.0737999975681305,8703,2537,1,0.0255666635930538,8702.98387323496,7,10
"326","G10",0.0763999968767166,10560,3698,2,0.0281666629016399,10559.9822332252,7,10
"327","G10",0.0747999995946884,10003,2580,3,0.0265666656196117,10002.9832424605,7,10
"328","G10",0.0772000029683113,7776,473,4,0.0289666689932346,7775.98172860283,7,10
"329","G11",0.0776999965310097,10231,1591,2,0.029466662555933,10230.9814132203,7,11
"330","G11",0.0740000009536743,7541,1505,1,0.0257666669785976,7540.98374707819,7,11
"331","G11",0.0753000006079674,16251,2537,4,0.0270666666328907,16250.9829270733,7,11
"332","G11",0.0751999989151955,11720,3569,3,0.0269666649401188,11719.9829901517,7,11
"333","G12",0.0755999982357025,19450,3526,4,0.0273666642606258,19449.9827378429,7,12
"334","G12",0.0776000022888184,11826,1849,2,0.0293666683137417,11825.981476294,7,12
"335","G12",0.0746000036597252,7365,1075,1,0.0263666696846485,7364.98336861259,7,12
"336","G12",0.0772999972105026,6094,387,3,0.0290666632354259,6093.98166552915,7,12
"337","H01",0.0665000006556511,4104,2451,1,0.0182666666805744,4103.98847787704,8,1
"338","H01",0.0785999968647957,9837,2623,4,0.030366662889719,9836.98084552426,8,1
"339","H01",0.0751999989151955,4968,1075,3,0.0269666649401188,4967.9829901517,8,1
"340","H01",0.0714000016450882,4635,1548,2,0.0231666676700115,4634.98538708796,8,1
"341","H02",0.0762000009417534,12130,3612,4,0.0279666669666767,12129.9823593773,8,2
"342","H02",0.0763999968767166,3701,129,3,0.0281666629016399,3700.9822332252,8,2
"343","H02",0.0685999989509583,4254,1419,1,0.0203666649758816,4253.98715325449,8,2
"344","H02",0.0736000016331673,4250,430,2,0.0253666676580906,4249.98399938703,8,2
"345","H03",0.0732999965548515,6876,3139,2,0.0250666625797749,6875.98418862218,8,3
"346","H03",0.0759000033140182,4941,559,3,0.0276666693389416,4940.98254860771,8,3
"347","H03",0.0790000036358833,5255,258,4,0.0307666696608067,5254.98059321073,8,3
"348","H03",0.0719000026583672,5603,3182,1,0.0236666686832905,5602.98507170074,8,3
"349","H04",0.0768999978899956,14728,3440,4,0.0286666639149189,14727.981917838,8,4
"350","H04",0.0750999972224236,6155,817,2,0.0268666632473469,6154.98305323008,8,4
"351","H04",0.0751999989151955,8694,3139,3,0.0269666649401188,8693.9829901517,8,4
"352","H04",0.0728000029921532,5787,1763,1,0.0245666690170765,5786.98450400469,8,4
"353","H05",0.0724000036716461,8506,2795,3,0.0241666696965694,8505.98475631353,8,5
"354","H05",0.0772000029683113,9163,817,4,0.0289666689932346,9162.98172860283,8,5
"355","H05",0.0763999968767166,3792,43,2,0.0281666629016399,3791.9822332252,8,5
"356","H05",0.0732999965548515,5577,1032,1,0.0250666625797749,5576.98418862218,8,5
"357","H06",0.0741999968886375,8133,1419,2,0.0259666629135609,8132.98362092613,8,6
"358","H06",0.0742999985814095,7880,1247,3,0.0260666646063328,7879.98355784774,8,6
"359","H06",0.0764999985694885,18091,3999,4,0.0282666645944118,18090.9821701468,8,6
"360","H06",0.0688999965786934,4692,602,1,0.0206666626036167,4691.98696402404,8,6
"361","H07",0.0781000033020973,4097,0,4,0.0298666693270206,4096.98116090678,8,7
"362","H07",0.0750000029802322,8895,1634,3,0.0267666690051556,8894.98311630376,8,7
"363","H07",0.0750000029802322,10432,3784,2,0.0267666690051556,10431.9831163038,8,7
"364","H07",0.0781999975442886,5658,430,1,0.029966663569212,5657.9810978331,8,7
"365","H08",0.0746999979019165,8668,1333,3,0.0264666639268398,8667.98330553891,8,8
"366","H08",0.0759000033140182,9930,2279,2,0.0276666693389416,9929.98254860771,8,8
"367","H08",0.0759000033140182,15310,1892,4,0.0276666693389416,15309.9825486077,8,8
"368","H08",0.0732000023126602,8888,3956,1,0.0249666683375835,8887.98425169586,8,8
"369","H09",0.0763999968767166,3372,0,3,0.0281666629016399,3371.9822332252,8,9
"370","H09",0.0788000002503395,4918,129,4,0.0305666662752628,4917.9807193675,8,9
"371","H09",0.0773999989032745,4219,129,2,0.0291666649281979,4218.98160245076,8,9
"372","H09",0.0711999982595444,7610,1677,1,0.0229666642844677,7609.98551324473,8,9
"373","H10",0.0756999999284744,11186,2494,2,0.0274666659533978,11185.9826747645,8,10
"374","H10",0.0745000019669533,11855,3612,3,0.0262666679918766,11854.983431691,8,10
"375","H10",0.0769999995827675,5355,344,1,0.0287666656076908,5354.9818547596,8,10
"376","H10",0.0753000006079674,15478,1935,4,0.0270666666328907,15477.9829270733,8,10
"377","H11",0.0766000002622604,13016,3569,2,0.0283666662871838,13015.9821070684,8,11
"378","H11",0.0740000009536743,10017,2924,1,0.0257666669785976,10016.9837470782,8,11
"379","H11",0.0747999995946884,16445,2021,4,0.0265666656196117,16444.9832424605,8,11
"380","H11",0.0758000016212463,11377,2322,3,0.0275666676461697,11376.9826116861,8,11
"381","H12",0.0760999992489815,12852,3741,3,0.0278666652739048,12851.9824224556,8,12
"382","H12",0.0736000016331673,10546,3354,1,0.0253666676580906,10545.983999387,8,12
"383","H12",0.0780000016093254,7440,559,2,0.0297666676342487,7439.98122398516,8,12
"384","H12",0.0734999999403954,16833,2193,4,0.0252666659653187,16832.9840624654,8,12
